0 0.082172 0.0372634 0.041898 0.35 0.05 0.1 
0.003125 0.0810881 0.0371073 0.0415879 0.343672 0.0498852 0.0984287 
0.00625 0.080024 0.0369516 0.0412828 0.337355 0.0497701 0.0968607 
0.009375 0.0789797 0.0367963 0.0409826 0.331061 0.0496541 0.0952992 
0.0125 0.0779549 0.0366413 0.0406872 0.324802 0.0495375 0.0937485 
0.015625 0.0769496 0.0364866 0.0403966 0.318587 0.0494192 0.0922105 
0.01875 0.0759636 0.0363324 0.0401108 0.312427 0.0492995 0.0906888 
0.021875 0.0749969 0.0361785 0.0398298 0.306332 0.0491781 0.0891866 
0.025 0.074049 0.036025 0.0395534 0.30031 0.0490544 0.0877052 
0.028125 0.0731198 0.0358719 0.0392816 0.294368 0.0489283 0.0862477 
0.03125 0.0722091 0.0357192 0.0390143 0.288514 0.0487996 0.084816 
0.034375 0.0713165 0.0355669 0.0387515 0.282754 0.0486682 0.0834117 
0.0375 0.0704418 0.0354151 0.038493 0.277093 0.0485337 0.082036 
0.040625 0.0695846 0.0352636 0.0382387 0.271537 0.0483964 0.0806907 
0.04375 0.0687446 0.0351126 0.0379886 0.266087 0.048256 0.0793762 
0.046875 0.0679214 0.034962 0.0377426 0.260748 0.0481123 0.0780935 
0.05 0.0671148 0.0348119 0.0375005 0.255521 0.0479653 0.0768426 
0.053125 0.0663243 0.0346622 0.0372623 0.250406 0.0478149 0.0756239 
0.05625 0.0655496 0.0345131 0.0370278 0.245406 0.0476613 0.0744376 
0.059375 0.0647904 0.0343644 0.036797 0.240519 0.0475043 0.0732832 
0.0625 0.0640463 0.0342162 0.0365698 0.235747 0.0473441 0.072161 
0.065625 0.0633169 0.0340685 0.036346 0.231088 0.0471806 0.0710704 
0.06875 0.0626018 0.0339213 0.0361255 0.226541 0.0470139 0.0700104 
0.071875 0.0619008 0.0337746 0.0359084 0.222106 0.0468442 0.0689812 
0.075 0.0612135 0.0336285 0.0356944 0.217779 0.0466715 0.0679817 
0.078125 0.0605396 0.0334829 0.0354835 0.21356 0.0464958 0.0670112 
0.08125 0.0598787 0.0333379 0.0352755 0.209446 0.0463174 0.0660689 
0.084375 0.0592305 0.0331935 0.0350705 0.205436 0.0461362 0.065154 
0.0875 0.0585946 0.0330496 0.0348683 0.201527 0.0459526 0.0642659 
0.090625 0.0579708 0.0329063 0.0346688 0.197715 0.0457663 0.0634033 
0.09375 0.0573588 0.0327635 0.034472 0.193999 0.0455776 0.0625655 
0.096875 0.0567582 0.0326214 0.0342778 0.190377 0.0453868 0.0617519 
0.1 0.0561688 0.0324799 0.034086 0.186846 0.0451939 0.0609614 
